"mofgvmn","Government of Mongolia"
"mofgvmt","Government of Malta"
"mofgvmv","Government of the Maldives"
"mofgvna","Government of Namibia"
"mofgvom","Government of Oman"
"mofgvpk","Government of Pakistan"
"mofgvps","Palestina National Authority"
"mofgvpy","Government of Paraguay"
"mofgvqa","Government of Qatar"
"mofgvro","Government of Romania"
"mofgvru","Government of the Russian Federation"
"mofgvsg","Government of Singapore"
"mofgvsl","Government of Sierra Leone"
"mofgvsz","Government of Swaziland"
"mofgvth","Government of Thailand"
"mofgvtr","Government of Turkey"
"mofgvtw","Government of Taiwan"
"mofgvtz","Government of Tanzania"
"mofgvuz","Government of Uzbekistan"
"mofgvvg","Government of the British Virgin Islands"
"mofgvvn","Government of Vietnam"
"mofgvye","Government of Yemen"
"moigvbd","Government of Bangladesh"
"moigvsy","Government of Syria"
"moigvth","Government of Thailand"
"moisafr","French National Institute for Agr"
"mokkudk","University of Copenhagen"
"molgvae","Government of the United Arab Emirates"
"molgvam","Government of Armenia"
"molgvbd","Government of Bangladesh"
"molgvbs","Government of Bahamas"
"molgvbt","Government of Bhutan"
"molgvcn","Government of China"
"molgvfi","Government of Finland"
"molgvjp","Government of Japan"
"molgvkr","Government of South Korea"
"molgvmn","Government of Mongolia"
"molgvmw","Government of Malawi"
"molgvps","Palestina National Authority"
"molgvqa","Government of Qatar"
"molgvsg","Government of Singapore"
"molgvsk","Government of Slovakia"
"molgvtz","Government of Tanzania"
"mopgvjo","Government of Jordan"
"mopgvkw","Government of Kuwait"
"mopgvsa","Government of Saudi Arabia"
"mosgvlk","Government of Sri Lanka"
"motgvas","Government of American Samoa"
"motgvgh","Government of Ghana"
"motgviq","Government of Iraq"
"motgvvn","Government of Vietnam"
"motuenz","Economic & Public Policy Research"
"mouwoca","University of Western Ontario"
"movebes","Consorci Markets, Organizations and Votes in Economics (MOVE)"
"mpcgvuk","Bank of England"
"mpdgvmw","Government of Malawi"
"mpdgvmz","Government of Mozambique"
"mpdgvpk","Government of Pakistan"
"mpdgvve","Government of Venezuela"
"mpdgvye","Government of Yemen"
"mpegvlr","Government of Liberia"
"mpegvma","Government of Morocco"
"mpfgvpe","Government of Peru"
"mpidfde","Max Planck Society"
"mpiewde","Max Planck Society"
"mpigede","Max Planck Society"
"mpigfde","Max Planck Society"
"mpigvpl","Government of Poland"
"mpigvps","Palestina National Authority"
"mpmngus","Government of Minnesota"
"mpngvmv","Government of the Maldives"
"mpogvcz","Government of the Czech Republic"
"mpogvir","Government of Iran"
"mpogvsr","Government of Suriname"
"mpogvvn","Government of Vietnam"
"mppbuus","Boston University"
"mppggde","Max Planck Society"
"mpsgvcz","Government of the Czech Republic"
"mpsgvpl","Government of Poland"
"mpswzde","Social Science Research Center"
"mptaxde","Max Planck Society"
"mptorca","University of Toronto"
"mpwgvpl","Government of Poland"
"mpwhous","Woods Hole Oceanographic Institution"
"mqfrbus","Federal Reserve Board (Board of Governors of the Federal Reserve System)"
"mragvca","Government of Canada"
"mragvin","Government of India"
"mregvlk","Government of Sri Lanka"
"mrempfr","University of Montpellier"
"mrhseru","National Research University Higher School of Economics"
"mrmmpfr","University of Montpellier"
"mrmwbmz","World Bank"
"mrrgvaf","Government of Afghanistan"
"mrsgvhr","Government of Croatia"
"mrttuee","Tallinn University of Technology"
"mrvgvet","Government of Ethopia"
"mrvgvzw","Government of Zimbabwe"
"mrzsryu","Government of Serbia"
"msagvee","Government of Estonia"
"msakudk","University of Copenhagen"
"msasuus","Arizona State University Polytechnic"
"msbamde","University of Bamberg"
"msbiltr","Istanbul Bilgi University"
"msbthse","Blekinge Institute of Technology"
"mscascn","Chinese Academy of Sciences"
"msdiqpk","Iqra University"
"mseacin","Madras School of Economics"
"msegvit","Government of Italy"
"msemuee","Estonian University of Life Sciences"
"msep1fr","University of Paris 1"
"msfudcn","Fudan University"
"msgplau","McKibbin Software Group"
"mskulbe","University of Leuven"
"mslanuk","Lancaster University"
"mslivuk","University of Liverpool"
"mslodpl","University of Lodz"
"msmasth","Assumption University"
"msmmmnl","Maastricht School of Management (MSM)"
"msmsuru","M. V. Lomonosov Moscow State University"
"mspgvin","Government of India"
"msrhkde","M&S Research Hub"
"mssaaea","Modelling and Simulation Society of Australia and New Zealand - MSSANZ"
"mssesru","Moscow School of Social and Economic Sciences (MSSES)"
"mssheuk","University of Sheffield"
"mssssea","Mother's Service Society"
"mstgvye","Government of Yemen"
"msucakg","University of Central Asia"
"msufsbe","University of Antwerp"
"msyoruk","University of York"
"mtagves","Government of Spain"
"mtbgvbr","Government of Brazil"
"mtbgvpa","Governmená of Panama"
"mtbkehu","Corvinus University of Budapest"
"mtcgvpe","Government of Peru"
"mtigvbt","Government of Bhutan"
"mtigveg","Government of Egypt"
"mtigvna","Government of Namibia"
"mtigvpg","Government of Papua New Guinea"
"mtigvsg","Government of Singapore"
"mtigvsr","Government of Suriname"
"mtigvtt","Government of Trinidad and Tobago"
"mtmgvbo","Government of Bolivia"
"mtpelea","Mont Pelerin Society - MPS"
"mtpgvcl","Government of Chile"
"mtpgvgt","Government of Guatemala"
"mtpgvpe","Government of Peru"
"mtrgvlu","Government of Luxembourg"
"mtrgvmz","Government of Mozambique"
"mtsgvbf","Government of Burkina Faso"
"mtsgvco","Government of Colombia"
"mtsgvmk","Government of North Macedonia"
"mtsgvpt","Government of Portugal"
"mttgvgy","Government of Guyana"
"mttlgfi","Government of Finland"
"mttsryu","Government of Serbia"
"muagvin","Government of India"
"mubskug","Makerere University Business School"
"mubusde","Munich Business School"
"mucheau","Macquarie University"
"mumgvhu","Government of Hungary"
"mutffhu","College of Modern Business Studies"
"mveaaea","Missouri Valley Economic Association - MVEA"
"mvfinde","Government of Mecklenburg-Vorpommern"
"mvlabde","Government of Mecklenburg-Vorpommern"
"mvstade","Government of Mecklenburg-Vorpommern"
"mvwimde","Government of Mecklenburg-Vorpommern"
"mweigea","Midwestern International Economics Group - MWEIG"
"mwsetpl","Malopolska School of Economics"
"mytjucn","Tianjin University"
"mzdgvme","Government of Montenegro"
"mzfgvsi","Government of Slovenia"
"mzmande","University of Mannheim"
"mzsgvmk","Government of North Macedonia"
"naaeeea","Nigerian Association of Agricultural Economists - NAAE"
"naafeea","North American Association of Fisheries Economists - NAAFE"
"naarmin","National Academy of Agricultural Research Management (ICAR-NAARM)"
"naaseea","North American Association of Sports Economists - NAASE"
"nabarin","Government of India"
"nabeeea","National Association for Business Economics - NABE"
"nabgvkr","Government of South Korea"
"nacgvng","Government of Nigeria"
"nacnukz","Nazarbayev University"
"nadbaus","North American Development Bank"
"naeeeea","National Association of Economic Educators - NAEE"
"naefaea","International Banking, Economics and Finance Association - IBEFA"
"naekoea","Russian Independent Agricultural Economics Association - NAEKOR"
"naesacn","Chinese Academy of Social Sciences"
"nafeeea","National Association of Forensic Economics - NAFE"
"naggvcn","Government of China"
"naickus","National Association of Insurance Commissioners (NAIC)"
"naiguse","University of Gothenburg"
"nainsbs","Nassau Institute"
"nantojp","Nanto Economic Research Institute (NERI)"
"naogumn","National Academy of Governance"
"napgvsy","Government of Syria"
"nareaea","Northeastern Agricultural and Resource Economics Association - NAREA"
"nargvse","Government of Sweden"
"narscea","North American Regional Science Council - NARSC"
"nascknp","Nepal Administrative Staff College (NASC)"
"nasiius","National Academy of Social Insurance (NASI)"
"natseau","University of Canberra"
"nauclus","University of California-Los Angeles (UCLA)"
"nbagvaz","Central Bank of Azerbaijan Republic"
"nbcgvkh","National Bank of Cambodia"
"nbdofca","Government of New Brunswick"
"nbdpafr","Negocia Business School"
"nbeaaea","Northeast Business and  Economics Association - NBEA"
"nbedtca","Government of New Brunswick"
"nbegceg","Central Bank of Egypt"
"nbegvet","National Bank of Ethiopia"
"nberrus","National Bureau of Economic Research (NBER)"
"nbessea","National Business and Economics Society - NBES"
"nbgovno","Central Bank of Norway"
"nbhgvhr","National Bank of Croatia"
"nbjgvyu","National Bank of Serbia"
"nbkgvkg","National Bank of Kyrgyz Republic"
"nbkgvkz","National Bank of Kazakhstan"
"nbntusg","Nanyang Technological University"
"nbpgvpl","National Bank of Poland"
"nbranru","Plekhanov Russian University of Economics"
"nbrgvbd","Government of Bangladesh"
"nbrgvby","National Bank of the Republic of Belarus"
"nbrgvmk","National Bank of the Republic of North Macedonia"
"nbrgvtj","National Bank of the Republic of Tajikistan"
"nbrrrus","National Bureau of Asian Research (NBR)"
"nbsgvae","Government of the United Arab Emirates"
"nbsgvng","Government of Nigeria"
"nbsgvsk","National Bank of Slovakia"
"nbsgvss","Government of South Sudan"
"nbshhde","Northern Business School - University of Applied Sciences"
"nbugvua","National Bank of Ukraine"
"ncaepin","National Centre for Agricultural Economics and Policy Research (NCAP)"
"ncaerin","National Council of Applied Economic Research (NCAER)"
"ncapgin","Government of India"
"ncbaepk","National College of Business Administration and Economics (NCBAE)"
"nccgvau","Government of Australia"
"ncdsbin","Nabakrushna Choudhury Centre for Development Studies (NCDS)"
"nceeeus","National Council on Economic Education (NCEE)"
"ncemang","Government of Nigeria"
"nceoxuk","Oxford University"
"ncerrau","National Centre for Econometric Research (NCER)"
"ncfapus","National Center for Food and Agricultural Policy (NCFAP)"
"ncpa1us","National Center for Policy Analysis"
"ncpprus","National Center for Public Policy Research"
"ncqoxuk","Oxford University"
"ncraudk","Aarhus University"
"ncredus","North Carolina Rural Economic Development Center"
"ncznucn","Zhongnan University of Economics and Law"
"ndagvus","Government of the United States"
"ndcgvdm","Government of Dominica"
"ndifpua","Research Institute of Financial Law"
"ndimdin","New Delhi Institute of Management"
"ndrgvcn","Government of China"
"neaaaea","National Economic Association - NEA"
"neacabr","State University of Campinas"
"neagvmy","Government of Malaysia"
"neakkea","Northeast Asia Economic Association of Korea - NEAK"
"nearuea","New Economic Association - NEA"
"neauegr","Athens University of Economics and Business (AUEB)"
"necccea","National Economists Club - NEC"
"necgvil","Government of Israel"
"nedgvph","Government of the Philippines"
"nedgvza","Government of South Africa"
"nedssea","Nonlinear Economic Dynamics Society - NEDS"
"nedurbr","Federal University of Parana"
"neeppus","New England Economic Project (NEEP)"
"nehisse","Skovde University"
"nehitjp","Hitotsubashi University"
"neiiinl","Ecorys"
"neisuse","Stockholm University"
"neitabr","Aeronautics Technology Institute"
"nekfoea","Swedish Economic Association"
"nekuuse","University of Uppsala"
"nemwius","Northeast-Midwest Institute"
"neomafr","Neoma Business School"
"nepgvus","Government of the United States"
"nepssea","Network of European Peace Scientists - NEPS"
"nerasru","New Economic School (NES)"
"nerecea","Network for Economic Research on Electronic Communications - NEREC"
"nergvie","Government of Ireland"
"nergvla","Government of Laos"
"neriojp","Nagano Economic Research Institute (NERI)"
"nesglng","Nigerian Economic Summit Group (NESG)"
"nesgvth","Government of Thailand"
"nesssea","Nigeria Economic Society - NES"
"netinus","Networks, Electronic Commerce, and Telecommunications (NET Institute)"
"netspnl","Network for Studies on Pensions, Aging and Retirement (NetSPAR)"
"nettojp","North East Think Tank of Japan (NETT)"
"neubipt","University of Beira Interior"
"neudcea","New England Universities Development Consortium - NEUDC"
"neuroea","Society for Neuroeconomics"
"neuspbr","University of Sao Paulo"
"neuuuvn","National Economics University"
"nevinie","Nevin Economic Research Institute (NERI)"
"neweaea","New England Women Economists Association - NEWEA"
"newecuk","New Economics Foundation"
"newtocz","Newton University"
"nexmnus","University of Minnesota"
"nfaaaea","Northern Finance Association - NFA"
"nfddrca","Government of Newfoundland and Labrador"
"nfdofca","Government of Newfoundland and Labrador"
"nfdoica","Government of Newfoundland and Labrador"
"nfeubsk","University of Economics in Bratislava"
"nffffea","Danish Economic Society"
"nfinsus","Indiana State University"
"nfrbous","Federal Reserve Bank of Boston"
"nfstaca","Government of Newfoundland and Labrador"
"nfvsecz","University of Economics Prague"
"ngbgvge","National Bank of Georgia"
"nhdgvno","Government of Norway"
"nheaaea","Nepal Health Economics Association - NHEA"
"nhhhhno","Norwegian School of Economics"
"niabofi","Abo Academy"
"nibhefi","Nordic Investment Bank"
"nibiono","Norwegian Institute for Bioeconomy Research"
"nibmmin","National Institute of Bank Management (NIBM)"
"nibrrno","Norwegian Institute for Urban and Regional Research"
"nicepuk","University of Nottingham"
"nicgvlr","Government of Liberia"
"nidgvly","Government of Libya"
"nidiinl","Netherlands Interdisciplinary Demographic Institute (NIDI)"
"nierrjp","Nakamae International Economic Research (NIER)"
"niesruk","National Institute of Economic and Social Research (NIESR)"
"nifmmin","National Institute of Financial Management"
"nihhadk","Aarhus University"
"niigvil","Government of Israel"
"niilmin","Northern Institute for Integrated Learning and Management - Centre for Management Studies (NIILM-CMS)"
"niispru","Account Chamber of the Russian Federation"
"nilffno","Norwegian Agricultural Economics Research Institute"
"nilflau","Flinders University of South Australia"
"nimampt","University of Minho"
"nipampt","University of Minho"
"nipfpin","National Institute of Public Finance and Policy"
"nipornp","Nepal Institute for Policy Research"
"nipsipk","National Institute for Population Studies (NIPS)"
"nipssjp","National Institute of Population and Social Security Research"
"nirddin","National Institute of Rural Development"
"nirsaie","Maynooth University"
"niserng","Nigerian Institute of Social and Economic Research (NISER)"
"nisgvkh","Government of Cambodia"
"nisgvua","Government of Ukraine"
"nishacn","Shaanxi Normal University"
"niskaus","Niskanen Center"
"nismmin","National Institute of Securities Markets"
"nistain","National Institute of Science, Technology and Development Studies (NISTADS)"
"nitiein","National Institute of Industrial Engineering (NITIE)"
"nitsicn","Tsinghua University"
"niuadin","National Institute of Urban Affairs (NIUA)"
"niuecbr","State University of Campinas"
"niwainz","University of Waikato"
"niwhade","Lower Saxony Institute for Economic Research"
"njueecn","Nanjing University of Finance and Economics"
"nkafucm","Nkafu Policy Institute"
"nlihcus","National Low Income Housing Coalition (NLIHC)"
"nmagvnl","Government of the Netherlands"
"nmimbin","Narsee Monjee Institute of Management Studies (NMIMS)"
"nmimhin","SVKM's Narsee Monjee Institute of Management Studies (NMIMS)"
"nmimsin","Narsee Monjee Institute of Management Studies (NMIMS)"
"nnhseru","National Research University Higher School of Economics"
"nnnauus","Northern Arizona University"
"nnranru","Russian Presidential Academy of National Economy and Public Administration (RANEPA)"
"noberea","Network of Border Economics / Red de la Economía Fronteriza - NOBE/REF"
"nocetno","Norwegian School of Economics"
"noeaadk","University College of Northern Denmark"
"noeggea","Austrian Economic Association"
"noehfea","Norwegian Economic History Association"
"noeneea","Nordic Econometric Network"
"noharus","Harvard University"
"nohoano","Oslo Metropolitan University"
"nomisit","Nomisma"
"norccus","University of Chicago"
"nordade","Nordakademie Business School"
"norgvno","Government of Norway"
"novbsfr","Novancia Business School"
"npcgvna","Government of Namibia"
"npcgvng","Government of Nigeria"
"npcgvnp","Government of Nepal"
"nphseru","National Research University Higher School of Economics"
"nptgvno","Government of Norway"
"npunius","University of Michigan"
"nrbgvnp","Nepal Central Bank"
"nrbgvto","National Reserve Bank of Tonga"
"nrccumn","National Research and Consulting Center (NRCC)"
"nrfinde","Government of North Rhine Westphalia"
"nrginus","Natural Resource Governance Institute (NRGI)"
"nrhaiil","University of Haifa"
"nrmasde","Government of North Rhine Westphalia"
"nrmwmde","Government of North Rhine Westphalia"
"nrohsus","National Regulatory Research Institute (NRRI)"
"nrstade","Government of North Rhine Westphalia"
"nrteeca","Government of Canada"
"nscgvkg","Government of Kyrgystan"
"nscgvla","Government of Laos"
"nsdofca","Government of Nova Scotia"
"nsdrccn","Northwest Socioeconomic Development Research Center (NSDRC)"
"nseraca","Government of Nova Scotia"
"nsfinde","Government of Lower Saxony"
"nsinsca","North-South Institute"
"nsirbbg","Government of Bulgaria"
"nsmkunl","Radboud University of Nijmegen"
"nsmwvde","Government of Lower Saxony"
"nsogvkr","Government of South Korea"
"nsogvmn","Government of Mongolia"
"nsogvmw","Government of Malawi"
"nsogvpg","Government of Papua New Guinea"
"nsogvph","Government of the Philippines"
"nsogvth","Government of Thailand"
"nsstaca","Government of Nova Scotia"
"nsstade","Government of Lower Saxony"
"nsuemru","Novosibirsk State University of Economics and Management"
"nsuspbr","University of Sao Paulo"
"nsweaea","Network of Swiss Economists Abroad"
"ntaaaea","National Tax Association - NTA"
"ntagvjp","Government of Japan"
"ntagvtw","Government of Taiwan"
"ntdofca","Government of the Northwest Territories"
"ntsgvkr","Government of South Korea"
"ntstaca","Government of the Northwest Territories"
"ntuvaes","University of Valladolid"
"nuedtca","Government of Nunavut"
"nufffhu","International Business School"
"nufinca","Government of Nunavut"
"nufjfbr","Federal University of Juiz de Fora"
"nustaca","Government of Nunavut"
"nustaua","University of the State FIscal Service of Ukraine"
"nuufsbr","Federal University of Sergipe"
"nwranru","Russian Presidential Academy of National Economy and Public Administration (RANEPA)"
"nycfuus","Center for an Urban Future"
"nyebunl","Nyenrode Business University"
"nyfernl","Nyenrode Business University"
"nyseaea","New York State Economics Association - NYSEA"
"nzaecea","New Zealand Association of Economists - NZAE"
"nzareea","New Zealand Agricultural and Resource Economics Society - NZARES"
"nzbrrnz","New Zealand Business Roundtable"
"nzesgea","New Zealand Econometric Study Group - NZESG"
"nziernz","New Zealand Institute of Economic Research"
"nzininz","The New Zealand Initiative"
"nzmacnz","New Zealand Centre for Macroeconomics"
"oabonde","University of Bonn"
"oaegvth","Government of Thailand"
"oaepsea","Ohio Association of Economists and Political Scientists - OAEPS"
"oaevunl","VU University Amsterdam"
"obeuppt","University of Porto"
"obmuwpl","University of Warsaw"
"obncgus","University of North Carolina-Greensboro"
"obohgus","Government of Ohio"
"oboksus","Oklahoma State University"
"obrgvuk","Government of the United Kingdom"
"occgvus","Government of the United States"
"ocdcgus","Government of the District of Columbia"
"ocegvve","Government of Venezuela"
"oceives","International Economic Conditions Observatory"
"ocluiit","International Free University of Social Sciences Guido Carli"
"ocpaaus","Oklahoma Council of Public Affairs (OCPA)"
"ocppcma","Policy Center for the New South"
"ocsgvus","Government of the United States"
"odagvus","Government of the United States"
"odcgvlu","Government of Luxembourg"
"odeeeea","Omicron Delta Epsilon - ODE"
"odioruk","Overseas Development Institute"
"odneuua","Odessa National Economic University"
"odutgus","Government of Utah"
"oebfaat","Government of Austria"
"oecddfr","Organisation for Economic Co-operation and Development (OECD)"
"oecdwus","Organization for Economic Cooperation and Development (OECD)"
"oecslus","California State University-Long Beach"
"oedubhr","University of Dubrovnik"
"oedwbus","World Bank Group"
"oeeeeea","Hellenic Economics Chamber"
"oeerfde","University of Erfurt"
"oegaaea","Austrian Society for Agricultural Economics"
"oegsuus","Governors State University"
"oeiffat","Austrian Institute for Family Studies"
"oenbbat","National Bank of Austria"
"oergvuk","Government of the United Kingdom"
"oesiuus","Southern Illinois University"
"oestaat","Government of Austria"
"oeusgco","Sergio Arboleda University"
"oewaunl","Wageningen University and Research Center"
"oezadhr","University of Zadar"
"ofcspfr","Sciences Po"
"ofheous","Government of the United States"
"oflagus","Government of Louisiana"
"ofmigus","Government of Michigan"
"ofokgus","Government of Oklahoma"
"ofrbmus","Federal Reserve Bank of Minneapolis"
"ofrgvus","Government of the United States"
"ofsewat","Austrian Research Foundation for International Development"
"oftgvuk","Government of the United Kingdom"
"ofwagus","Government of Washington"
"ograzat","University of Graz"
"ohecouk","Office of Health Economics"
"ohioano","Oslo Metropolitan University"
"ohridmk","Ohrid Institute for Economic Strategies and International Affairs"
"oibeses","Ibero-American Observatory of Employment and Social and Cooperative Economies"
"oitknua","Kyiv National University of Trade and Economics"
"okerijp","Okayama Economic Research Institute"
"okfratr","Okan University"
"okinnno","Inland Norway University of Applied Sciences"
"okioudk","University of Southern Denmark"
"okokudk","University of Copenhagen"
"olflgus","Government of Florida"
"olharus","Harvard University"
"olsench","Olsen Ltd."
"ombgvus","Government of the United States"
"omgovdk","Government of Denmark"
"omioxuk","Oxford University"
"onmedca","Government of Ontario"
"onmofca","Government of Ontario"
"onmolca","Government of Ontario"
"onsgvdz","Government of Algeria"
"onsgvmr","Government of Mauritania"
"onsgvuk","Government of the United Kingdom"
"opensie","Open Republic Institute"
"opfslcz","Silesian University"
"ophoxuk","Oxford University"
"opmdgus","Government of Maryland"
"opmogus","Government of Missouri"
"opncgus","Government of North Carolina"
"opprius","Princeton University"
"opsgvmh","Government of the Marshall Islands"
"opsgvpw","Government of Palau"
"opstrfr","University of Strasbourg"
"optgvnl","Government of the Netherlands"
"oradbph","Asian Development Bank"
"ordemea","Portuguese Association of Economists"
"ordeues","University of Deusto"
"orscgus","Government of South Carolina"
"osedaus","University of Missouri"
"osfgvca","Government of Canada"
"osigvpe","Government of Peru"
"osilgus","Government of Illinois"
"osndgus","Government of North Dakota"
"ospgvpe","Government of Peru"
"osscgus","Government of South Carolina"
"ossdgus","Government of South Dakota"
"ossnfno","University of Oslo"
"osteide","Leibniz Institute for East and Southeast European Studies"
"ostgvpe","Government of Peru"
"ostilnl","Tilburg University"
"ostuwat","Vienna University of Technology"
"osucojp","Osaka University of Commerce"
"osuecjp","Osaka University of Economics"
"osuluch","University of Lucerne"
"oswusus","Washington University in St. Louis"
"otagvus","Government of the United States"
"otcgvbm","Government of Bermuda"
"otctgus","Government of Connecticut"
"otefaea","Overseas Thai Economic and Finance Association - OTEFA"
"otgagus","Government of Georgia"
"otlgvuk","Government of the United Kingdom"
"otrigus","Government of Rhode Island"
"ottudnl","Technichal University Delft"
"otumius","University of Michigan"
"ounlpar","National University of La Plata"
"ovpgvke","Government of Kenya"
"owiwode","Otta Wolff Institute for Economic Order"
"owvanus","Vanderbilt University"
"owwzbde","Social Science Research Center"
"oxcaruk","Oxford University"
"oxecouk","Oxford Economic Forecasting (OEF)"
"oxfenuk","Oxford Institute for Energy Studies (OIES)"
"oxoniuk","OXONIA, The Oxford Institute for Economic Policy"
"oznzsea","Economic History Society of Australia and New Zealand - EHSANZ"
"p1hubde","Humboldt University Berlin"
"paeppgr","Employment Observatory Research-Informatics (PAEP)"
"pafkipk","Pakistan Air Force - Karachi Institute of Economics and Technology (PAF-KIET)"
"panummn","National University of Mongolia"
"papaiea","Pan Pacific Association of Input-Output Studies - PAPAIOS"
"papwrpl","Wroclaw University of Science and Technology"
"parnnea","Productivity Analysis Research Network - PARN"
"parutus","Rutgers University-Newark"
"passsva","Holy See"
"paterin","The Energy and Resources Institute (TERI)"
"paubcca","University of British Columbia"
"paugmid","Gadjah Mada University"
"pautxus","University of Texas-Austin"
"pbcgvcn","The People's Bank of China"
"pbecchk","Pacific Basin Economic Council (PBEC)"
"pbogvca","Government of Canada"
"pbogvgr","Government of Greece"
"pbucycy","University of Cyprus"
"pcaimph","Asian Institute of Management"
"pcbvtus","Virginia Polytechnic Institute and State University (Virginia Tech)"
"pccgvph","Government of the Philippines"
"pcdgvus","Government of the United States"
"pcgovau","Government of Australia"
"pcgovnz","Government of New Zealand"
"pckyojp","Kyoto University"
"pcrigus","Government of Rhode Island"
"pcsgvbt","Government of Bhutan"
"pcsssea","Public Choice Society"
"pcwvgus","Government of West Virginia"
"pdhitjp","Hitotsubashi University"
"peaaaea","Pennsylvania Economic Association - PEA"
"peagvmx","Government of Mexico"
"peaippt","Polytechnic Institute of Porto"
"pecccsg","Pacific Economic Cooperation Council (PECC)"
"pecgvps","Palestina National Authority"
"pecsiau","Commonwealth Scientific and Industrial Research Organisation (CSIRO)"
"peedtca","Government of Prince Edward Island"
"peehsea","Political Economy and Economic History Society - PEEHS"
"pefffea","Progressive Economic Forum - PEF"
"pegoede","University of Gottingen"
"pegreuk","University of Greenwich"
"pehseru","National Research University Higher School of Economics"
"pekeaea","Political and Ethical Knowledge on Economic Acivities Research Programme - PEKEA"
"pekulbe","University of Leuven"
"pemmmea","Malaysian Economic Association"
"pemtsus","Middle Tennessee State University"
"pensabr","University of Sao Paulo"
"pepnake","Partnership for Economic Policy (PEP)"
"perccus","Property and Environment Research Center (PERC)"
"perilpk","Punjab Economic Research Institute"
"permaus","University of Massachusetts-Amherst"
"peruvea","Peruvian Economic Association - PEA"
"pesssea","Economic Society - PES"
"petamus","Texas A&M University"
"petreca","Government of Prince Edward Island"
"petride","University of Trier"
"petukfi","University of Turku"
"peupaus","University of Pennsylvania"
"peuwoca","University of Western Ontario"
"peyoruk","York University"
"pfethch","Federal Institute of Technology Zurich"
"pfgwuus","George Washington University"
"pfmcbaz","Public Finance Monitoring Centre (PFMC)"
"pfpmous","University of Missouri"
"pfuvtro","Western University"
"pgsaaea","Pro Global Science Association - PGSA"
"phap1fr","University of Paris 1"
"phoenus","Phoenix Center for Advanced Legal and Economic Policy Studies"
"pibbkuk","Birkbeck College"
"picceus","Pratt Institute"
"pideipk","Pakistan Institute of Development Economics"
"pidgvph","Government of the Philippines"
"pierbth","Puey Ungphakorn Institute for Economic Research (PIER)"
"pifsuus","Florida State University"
"pikpode","Potsdam Institute for Climate Impact Research"
"pimnoth","Panyapiwat Institute of Management"
"pinzmnz","University of Waikato"
"pioneus","Pioneer Institute"
"piottca","Université d'Ottawa / University of Ottawa"
"pipfapk","Pakistan Institute of Public Finance Accounts (PIPFA)"
"pisdeus","Pacific Institute for Studies in Development, Environment, and Security"
"pitadpk","Government of Pakistan"
"pitdcie","Trinity College Dublin"
"pitoukr","Pi-Touch Institute"
"piualca","University of Alberta"
"piupaus","University of Pennsylvania"
"piupdph","University of the Philippines at Diliman"
"pksggea","Post Keynesian Economics Society - PKES"
"pktutfi","Tampere University of Technology"
"pkugmid","Gadjah Mada University"
"plagvbe","Government of Belgium"
"plagvbj","Government of Benin"
"plagvbr","Government of Brazil"
"plagvcy","Government of Cyprus"
"plagvhk","Government of Hong Kong"
"plagvin","Government of India"
"plagvqa","Government of Qatar"
"pldgvky","Government of the Cayman Islands"
"plhalde","University of Halle"
"plsunza","University of Stellenbosch"
"pltudde","Dresden University of Technology"
"plugvph","Government of the Philippines"
"plutoca","University of Toronto"
"pmagvps","Palestine Monetary Authority"
"pnethch","Federal Institute of Technology Zurich"
"pnuddbf","United Nations"
"pnudgcu","United Nations"
"pnudggt","United Nations"
"pnudgve","United Nations"
"posrikr","POSCO Research Institute"
"poupaus","University of Pennsylvania"
"ppaarus","American Association of Retired Persons (AARP)"
"ppbrous","Brown University"
"ppcufcn","Central University of Finance and Economics (CUFE)"
"ppeeeus","Economics Pennsylvania"
"ppiccus","Public Policy Institute of California (PPIC)"
"pplimid","Indonesian Institute of Sciences"
"pplseuk","London School of Economics (LSE)"
"pppuiid","Islamic University of Indonesia"
"ppsfuca","Simon Fraser University"
"pptamus","Texas A&M University"
"ppudeus","University of Delaware"
"ppuflus","University of Florida"
"ppugmid","Gadjah Mada University"
"ppukmmy","Kebangsaan University of Malaysia"
"ppupaus","University of Pennsylvania"
"praccde","Policy Research & Consultancy"
"pradecz","Prague Development Center (PRADEC)"
"pragvuk","Bank of England"
"praxiee","Praxis Center for Policy Studies"
"prdwbus","World Bank Group"
"preaaea","Pension Real Estate Association - PREA"
"premanl","VU University Amsterdam"
"prewbus","World Bank Group"
"pridhbd","Policy Research Institute (PRI)"
"prigvbg","Government of Bulgaria"
"prigvca","Government of Canada"
"prigvjp","Government of Japan"
"prip1fr","University of Paris 1"
"prippus","Pacific Research Institute for Public Policy"
"prlmuuk","Leeds Beckett University"
"prmanuk","University of Manchester"
"prmiaea","Professional Risk Managers' International Association - PRMIA"
"prnmgus","Government of New Mexico"
"prodiuk","University of Manchester"
"progvni","Government of Nicaragua"
"progvve","Government of Venezuela"
"proicco","Icesi University"
"promeit","Prometeia"
"prresea","Pacific-Rim Real Estate Society - PRRES"
"prscoea","Pacific Regional Science Conference Organization - PRSCO"
"prsecbe","European Commission"
"pruchus","University of Chicago"
"pructza","University of Cape Town"
"prumius","University of Michigan"
"prupaus","University of Pennsylvania"
"ps2dttn","University of Tunis El Manar"
"psalgus","Government of Alabama"
"psargus","Government of Arkansas"
"psbgfhu","Budapest Business School"
"pscgvuk","Government of the United Kingdom"
"psdcgus","Government of the District of Columbia"
"psdegus","Government of Delaware"
"psflgus","Government of Florida"
